lemma,aspect,nonpast,past,inf,imper,gerund,partcp.act.past,partcp.act.nonpast,partcp.pass.past,partcp.pass.nonpast,rel_usage
анализировать,ipf,15,2,26,1,14,0,0,0,15,73
арестовать,pf,52,99,11,2,2,1,0,78,0,245
белеть,ipf,14,44,3,0,1,2,7,0,0,71
беспокоить,ipf,48,39,19,1,0,0,4,0,0,111
беспокоиться,ipf,40,28,32,58,5,0,0,0,0,163
бить,ipf,178,247,127,33,3,11,13,22,0,634
биться,ipf,41,74,17,3,0,0,0,0,0,135
благодарить,ipf,98,27,20,5,4,0,0,0,0,154
болтать,ipf,21,56,14,2,6,2,1,0,0,102
бормотать,ipf,39,108,11,0,32,0,2,0,0,192
бояться,ipf,592,503,96,106,92,0,0,0,0,1389
бродить,ipf,44,113,16,0,4,7,2,0,0,186
бросать,ipf,76,91,47,23,15,1,9,0,0,262
бросаться,ipf,37,36,8,0,4,0,0,0,0,85
бросить,pf,69,433,127,113,23,10,0,124,0,899
броситься,pf,12,214,19,1,1,0,0,0,0,247
будить,ipf,13,25,20,8,2,1,0,0,0,69
валить,ipf,20,24,13,6,0,1,0,0,0,64
валять,ipf,5,3,9,32,1,0,0,0,0,50
варить,ipf,36,51,48,7,2,1,1,1,0,147
ввести,pf,29,79,90,6,6,0,0,64,0,274
вводить,ipf,49,18,28,0,6,1,1,0,5,108
вглядываться,ipf,8,36,7,0,33,0,0,0,0,84
везти,ipf,120,90,23,5,0,0,3,1,0,242
верить,ipf,470,292,196,36,27,5,4,0,0,1030
вериться,ipf,29,22,0,0,0,0,0,0,0,51
вертеть,ipf,20,34,11,4,7,0,0,0,0,76
веселиться,ipf,16,25,13,1,5,0,0,0,0,60
вести,ipf,413,480,246,32,10,6,84,2,4,1277
вешать,ipf,19,16,17,7,3,0,0,0,0,62
взвесить,pf,2,9,8,3,4,0,0,24,0,50
взволновать,pf,8,11,0,0,1,1,0,52,0,73
взглянуть,pf,21,281,75,37,39,1,0,0,0,454
вздохнуть,pf,15,449,16,1,22,0,0,0,0,503
вздрагивать,ipf,15,66,1,0,7,1,5,0,0,95
вздрогнуть,pf,5,111,3,0,5,1,0,0,0,125
вздыхать,ipf,38,52,8,0,9,1,1,0,0,109
взлететь,pf,6,47,6,0,2,2,0,0,0,63
взойти,pf,7,38,3,1,2,4,0,0,0,55
взорвать,pf,9,31,12,0,0,2,0,10,0,64
взорваться,pf,5,52,9,0,0,2,0,0,0,68
видать,ipf,3,64,49,0,0,12,0,11,0,139
видеть,ipf,1851,1927,425,1,105,21,10,11,38,4389
видеться,ipf,40,81,12,0,0,0,0,0,0,133
вкладывать,ipf,15,11,27,3,8,0,0,0,1,65
включать,ipf,154,42,42,5,1,6,70,0,4,324
включаться,ipf,40,6,9,0,0,0,0,0,0,55
включить,pf,39,106,46,8,10,2,0,97,0,308
влезть,pf,11,59,13,2,1,0,0,0,0,86
влечь,ipf,43,19,0,0,0,0,6,0,3,71
влиять,ipf,76,17,22,0,2,3,16,0,0,136
вложить,pf,14,47,20,3,2,3,0,31,0,120
влюбить,pf,9,4,0,0,0,0,0,62,0,75
влюбиться,pf,3,95,10,0,2,0,0,0,0,110
вмешаться,pf,6,53,19,0,0,0,0,0,0,78
вмешиваться,ipf,20,32,33,3,1,0,0,0,0,89
внести,pf,28,108,69,2,3,0,0,42,0,252
вносить,ipf,41,19,29,1,4,0,2,0,5,101
внушать,ipf,25,49,6,2,2,0,4,0,4,92
возбудить,pf,16,21,12,0,1,0,0,68,0,118
возвратиться,pf,7,38,10,4,8,0,0,0,0,67
возвращать,ipf,40,18,10,0,6,0,2,0,1,77
возвращаться,ipf,183,216,86,21,57,0,0,0,0,563
возвышаться,ipf,14,34,2,0,1,0,0,0,0,51
возглавить,pf,14,35,22,0,2,3,0,5,0,81
возглавлять,ipf,33,40,1,0,1,9,6,0,17,107
возить,ipf,32,63,34,4,0,2,0,0,1,136
возмутить,pf,7,12,1,0,0,0,0,36,0,56
возмутиться,pf,2,79,5,0,1,0,0,0,0,87
возмущаться,ipf,20,39,7,0,2,0,0,0,0,68
возникать,ipf,335,159,14,3,2,5,64,0,0,582
возникнуть,pf,53,409,42,2,6,119,0,0,0,631
возражать,ipf,53,61,33,1,2,1,2,0,0,153
возразить,pf,8,121,31,0,0,0,0,0,0,160
возрастать,ipf,52,17,5,0,1,0,20,0,0,95
возрасти,pf,14,52,4,0,0,22,0,0,0,92
войти,pf,93,798,105,21,43,36,0,0,0,1096
волновать,ipf,57,71,14,0,0,5,10,0,1,158
волноваться,ipf,77,114,50,55,29,0,0,0,0,325
воображать,ipf,21,8,6,0,6,1,2,0,39,83
вообразить,pf,5,21,49,29,2,1,0,1,0,108
воплотить,pf,3,2,20,0,0,2,0,25,0,52
ворваться,pf,4,46,1,0,2,0,0,0,0,53
воровать,ipf,31,27,27,5,1,1,0,3,0,95
воскликнуть,pf,11,342,8,0,2,0,0,0,0,363
восклицать,ipf,13,34,3,0,1,1,0,0,0,52
воспитать,pf,8,16,12,0,2,6,0,42,0,86
воспитывать,ipf,29,41,30,0,5,0,1,0,1,107
воспользоваться,pf,17,39,78,5,26,0,0,0,0,165
воспринимать,ipf,75,44,35,1,3,1,16,0,16,191
воспринять,pf,27,44,9,0,1,1,0,9,0,91
восстанавливать,ipf,27,10,17,0,4,0,2,0,2,62
восстановить,pf,23,29,83,2,3,0,0,18,0,158
восхищаться,ipf,15,49,16,0,7,0,0,0,0,87
впадать,ipf,24,25,6,1,7,0,2,0,0,65
врать,ipf,123,21,35,6,0,0,0,0,0,185
вручить,pf,14,52,9,0,3,1,0,6,0,85
вскакивать,ipf,15,27,0,0,10,0,0,0,0,52
вскинуть,pf,2,43,0,0,5,0,0,5,0,55
вскочить,pf,5,204,16,1,6,1,0,0,0,233
вскрикнуть,pf,2,86,3,0,0,0,0,0,0,91
всматриваться,ipf,11,27,7,0,8,0,0,0,0,53
вспоминать,ipf,239,276,133,8,78,0,5,0,2,741
вспоминаться,ipf,51,41,1,0,0,0,0,0,0,93
вспомнить,pf,86,624,207,83,46,1,0,0,0,1047
вспомниться,pf,3,88,0,0,0,0,0,0,0,91
вспыхивать,ipf,16,51,3,0,4,1,6,0,0,81
вспыхнуть,pf,13,83,3,0,0,9,0,0,0,108
вставать,ipf,123,115,66,58,28,0,3,0,0,393
вставить,pf,13,49,23,1,2,0,0,13,0,101
встать,pf,66,753,126,23,18,9,0,0,0,995
встретить,pf,96,299,99,3,24,3,0,18,0,542
встретиться,pf,61,231,105,6,11,0,0,0,0,414
встречать,ipf,94,158,50,4,20,10,15,0,4,355
встречаться,ipf,250,173,66,1,18,0,0,0,0,508
вступать,ipf,87,30,42,1,7,0,9,0,0,176
вступить,pf,14,114,53,2,7,7,0,0,0,197
входить,ipf,327,166,32,9,31,15,96,0,0,676
вцепиться,pf,2,49,7,0,12,0,0,0,0,70
выбежать,pf,3,57,0,0,1,0,0,0,0,61
выбирать,ipf,97,64,101,16,31,1,3,0,5,318
выбираться,ipf,30,21,17,1,5,0,0,0,0,74
выбить,pf,11,26,11,1,1,1,0,41,0,92
выбрасывать,ipf,24,18,14,2,6,1,1,0,3,69
выбрать,pf,53,195,94,10,14,3,0,83,0,452
выбраться,pf,6,68,50,0,7,0,0,0,0,131
выбросить,pf,13,56,27,5,2,0,0,25,0,128
вывезти,pf,6,33,19,1,0,1,0,22,0,82
вывернуть,pf,4,29,4,1,3,1,0,20,0,62
вывести,pf,35,99,58,2,1,1,0,35,0,231
выводить,ipf,41,40,23,0,2,1,4,0,1,112
выглядеть,ipf,236,370,53,0,1,5,1,0,0,666
выглядеть,pf,61,1,1,0,0,0,0,0,0,63
выглядывать,ipf,21,31,3,0,7,2,2,0,0,66
выглянуть,pf,4,50,2,0,5,0,0,0,0,61
выгнать,pf,28,80,20,0,1,1,0,14,0,144
выговорить,pf,2,55,9,0,1,0,0,0,0,67
выдавать,ipf,71,78,45,1,7,6,9,0,8,225
выдать,pf,49,93,53,4,3,3,0,43,0,248
выдвигать,ipf,18,12,10,0,3,2,1,0,7,53
выдвинуть,pf,11,67,15,1,3,2,0,18,0,117
выделить,pf,33,55,76,4,7,3,0,116,0,294
выделять,ipf,31,22,21,2,6,0,3,0,12,97
выделяться,ipf,52,54,11,1,0,0,0,0,0,118
выдержать,pf,46,138,39,0,16,3,0,15,0,257
выдерживать,ipf,34,18,7,0,0,0,0,0,0,59
выдумать,pf,9,55,12,0,0,1,0,35,0,112
выезжать,ipf,19,24,20,1,6,4,4,0,0,78
выехать,pf,8,79,29,0,4,7,0,0,0,127
выжить,pf,8,41,49,0,1,8,0,0,0,107
вызвать,pf,120,350,125,13,10,14,0,127,0,759
вызывать,ipf,279,258,51,4,19,13,32,0,13,669
выиграть,pf,32,128,75,1,10,9,0,14,0,269
выигрывать,ipf,29,28,11,0,1,0,1,0,0,70
выйти,pf,255,1693,207,22,58,90,0,0,0,2325
выкинуть,pf,16,27,18,12,1,0,0,2,0,76
выключить,pf,13,36,12,8,1,0,0,17,0,87
выкрикивать,ipf,8,30,5,0,9,0,0,0,1,53
вылезать,ipf,23,26,11,5,8,3,5,0,0,81
вылезти,pf,14,106,10,0,0,6,0,0,0,136
вылетать,ipf,24,17,1,2,3,0,5,0,0,52
вылететь,pf,13,80,11,0,4,4,0,0,0,112
выложить,pf,15,41,26,3,7,0,0,16,0,108
вымыть,pf,10,39,24,8,3,0,0,28,0,112
вынести,pf,26,101,55,3,1,2,0,28,0,216
вынимать,ipf,35,26,11,4,9,0,1,0,0,86
выносить,ipf,46,59,29,3,4,0,1,0,2,144
вынудить,pf,38,19,1,0,0,0,0,134,0,192
вынуть,pf,7,276,21,9,11,1,0,14,0,339
выпадать,ipf,22,16,4,0,1,0,9,0,0,52
выпасть,pf,9,75,1,1,0,27,0,0,0,113
выпивать,ipf,26,54,27,1,1,0,5,0,0,114
выписать,pf,19,29,10,2,2,0,0,20,0,82
выписывать,ipf,25,23,10,1,3,0,4,0,1,67
выпить,pf,110,294,179,65,31,16,0,24,0,719
выполнить,pf,46,73,91,4,4,2,0,90,0,310
выполнять,ipf,141,64,94,8,15,8,27,0,24,381
выполняться,ipf,56,15,4,0,0,0,0,0,0,75
выпрямиться,pf,0,56,1,0,5,0,0,0,0,62
выпускать,ipf,65,44,39,1,28,2,7,0,17,203
выпустить,pf,45,127,40,2,4,2,0,51,0,271
выработать,pf,5,17,20,1,0,0,0,14,0,57
выражать,ipf,55,75,20,2,11,5,21,0,1,190
выражаться,ipf,52,37,26,0,16,0,0,0,0,131
выразить,pf,17,71,79,3,4,5,0,48,0,227
выразиться,pf,3,69,28,0,0,0,0,0,0,100
вырастать,ipf,49,25,2,0,3,1,7,0,0,87
вырасти,pf,57,252,20,0,1,45,0,0,0,375
вырастить,pf,5,22,16,0,0,1,0,16,0,60
выращивать,ipf,15,13,14,0,2,0,2,0,4,50
вырвать,pf,14,52,17,1,1,0,0,16,0,101
вырваться,pf,7,84,45,0,5,0,0,0,0,141
вырезать,pf,6,17,9,4,0,0,0,22,0,58
выругаться,pf,2,65,5,0,0,0,0,0,0,72
выручить,pf,9,23,18,1,0,0,0,8,0,59
высказать,pf,20,87,35,0,6,1,0,39,0,188
высказаться,pf,5,52,20,3,0,0,0,0,0,80
высказывать,ipf,17,25,9,0,2,1,0,0,0,54
выскочить,pf,10,159,21,0,7,8,0,0,0,205
выслушать,pf,5,55,23,7,34,0,0,2,0,126
выставить,pf,34,53,29,0,19,1,0,35,0,171
выставлять,ipf,19,14,9,0,7,0,1,0,1,51
выстрелить,pf,6,37,7,0,2,0,0,1,0,53
выстроить,pf,10,14,26,0,2,0,0,28,0,80
выступать,ipf,187,238,80,0,29,30,48,0,0,612
выступить,pf,45,182,106,0,7,10,0,0,0,350
вытаскивать,ipf,15,20,14,0,12,0,2,0,0,63
вытащить,pf,17,174,27,4,4,0,0,5,0,231
вытекать,ipf,28,9,2,0,1,1,16,0,0,57
вытереть,pf,2,58,11,5,2,0,0,3,0,81
вытирать,ipf,13,32,17,1,30,3,1,0,1,98
вытягивать,ipf,15,13,7,0,15,0,0,0,0,50
вытянуть,pf,3,47,17,1,32,0,0,32,0,132
вытянуться,pf,2,52,1,0,5,0,0,0,0,60
выучить,pf,7,38,14,2,0,1,0,8,0,70
выходить,ipf,475,397,116,43,54,20,61,0,0,1166
вычислить,pf,1,12,16,10,2,1,0,8,0,50
выявить,pf,14,23,37,1,0,1,0,49,0,125
выяснить,pf,20,62,102,4,2,0,0,10,0,200
выясниться,pf,20,273,0,0,0,0,0,0,0,293
выяснять,ipf,21,14,31,1,4,0,0,0,0,71
вязать,ipf,16,16,17,4,0,0,1,1,0,55
гадать,ipf,12,22,30,2,2,0,0,0,0,68
гаснуть,ipf,20,29,3,0,0,1,5,0,0,58
гибнуть,ipf,36,12,1,0,0,0,7,0,0,56
гладить,ipf,21,53,26,0,11,0,1,0,0,112
глотать,ipf,21,13,16,0,10,0,1,0,1,62
глядеть,ipf,157,299,71,75,569,10,17,0,0,1198
гнать,ipf,80,74,30,31,4,1,3,0,1,224
голосовать,ipf,21,20,31,7,3,2,7,0,0,91
гореть,ipf,143,207,22,10,2,11,82,0,0,477
готовить,ipf,124,125,103,3,9,3,1,0,0,368
готовиться,ipf,98,136,42,4,31,0,0,0,0,311
грабить,ipf,21,23,10,3,0,0,0,0,0,57
греметь,ipf,33,53,6,2,12,5,9,0,0,120
греть,ipf,17,23,8,0,1,0,2,1,0,52
греться,ipf,15,18,14,4,0,0,0,0,0,51
грозить,ipf,77,58,8,0,8,2,5,0,0,158
грызть,ipf,17,25,15,2,0,0,4,0,0,63
гудеть,ipf,37,61,10,0,3,4,18,0,0,133
гулять,ipf,89,96,107,14,14,2,19,0,0,341
давать,ipf,787,500,187,204,89,10,55,0,3,1835
даваться,ipf,85,48,0,0,0,0,0,0,0,133
давить,ipf,45,44,24,6,2,3,1,0,0,125
дарить,ipf,38,49,20,3,0,1,0,0,1,112
дать,pf,509,1052,462,396,41,21,0,189,0,2670
деваться,ipf,14,5,34,0,0,0,0,0,0,53
действовать,ipf,244,156,144,16,12,15,134,0,0,721
делать,ipf,1084,720,1239,85,88,10,23,1,2,3252
делаться,ipf,240,129,11,0,4,0,0,0,0,384
делить,ipf,46,28,28,0,6,2,1,1,1,113
делиться,ipf,52,57,37,2,3,0,0,0,0,151
демонстрировать,ipf,65,38,12,0,19,1,8,0,3,146
деться,pf,48,38,26,0,0,0,0,0,0,112
диктовать,ipf,25,23,11,1,1,0,2,0,0,63
длиться,ipf,43,89,6,0,0,0,0,0,0,138
добавить,pf,41,345,127,25,12,1,0,30,0,581
добавлять,ipf,59,29,18,0,9,0,2,0,2,119
добиваться,ipf,38,31,35,3,11,0,0,0,0,118
добираться,ipf,17,28,20,1,1,0,0,0,0,67
добиться,pf,49,114,139,1,8,0,0,0,0,311
добраться,pf,37,108,75,1,5,0,0,0,0,226
добывать,ipf,20,22,20,5,1,1,20,0,5,94
добыть,pf,8,23,22,3,4,0,0,30,0,90
доверить,pf,5,31,17,1,2,0,0,12,0,68
доверять,ipf,63,47,50,3,10,0,3,0,0,176
довести,pf,15,53,70,1,5,3,0,22,0,169
довестись,pf,6,51,0,2,0,0,0,0,0,59
доводить,ipf,15,15,10,3,12,0,0,0,0,55
догадаться,pf,33,214,34,12,4,0,0,0,0,297
догадываться,ipf,74,109,19,0,19,0,0,0,0,221
догнать,pf,15,42,24,2,2,0,0,0,0,85
договариваться,ipf,15,28,15,2,1,0,0,0,0,61
договориться,pf,27,142,48,10,9,0,0,0,0,236
догонять,ipf,17,13,17,2,7,0,1,0,0,57
доехать,pf,14,39,17,1,3,0,0,0,0,74
дожить,pf,15,24,23,2,6,0,0,0,0,70
дойти,pf,83,310,54,1,29,11,0,0,0,488
доказать,pf,31,62,141,9,7,4,0,54,0,308
доказывать,ipf,46,50,41,1,8,1,1,0,2,150
докладывать,ipf,24,34,6,4,2,1,1,0,0,72
доложить,pf,16,72,29,10,0,1,0,2,0,130
донести,pf,13,44,13,0,0,0,0,0,0,70
доносить,ipf,10,24,15,0,0,1,1,0,0,51
доноситься,ipf,20,81,0,0,0,0,0,0,0,101
допрашивать,ipf,14,54,11,1,2,0,0,0,0,82
допускать,ipf,74,42,29,1,8,4,12,0,2,172
допустить,pf,79,37,75,112,1,7,0,31,0,342
доставать,ipf,52,61,14,2,10,0,1,0,0,140
доставаться,ipf,33,24,1,0,0,0,0,0,0,58
доставить,pf,37,46,47,3,1,0,0,26,0,160
доставлять,ipf,37,28,13,1,2,0,2,0,1,84
достать,pf,45,294,92,5,6,2,0,1,0,445
достаться,pf,34,157,1,0,0,0,0,0,0,192
достигать,ipf,89,32,21,0,7,0,10,0,5,164
достигнуть,pf,55,169,19,0,22,20,0,33,0,318
дотронуться,pf,2,43,5,1,1,0,0,0,0,52
доходить,ipf,93,86,9,0,7,5,7,0,0,207
драться,ipf,33,57,60,2,0,0,0,0,0,152
думать,ipf,1717,1589,524,91,132,2,17,0,0,4072
думаться,ipf,39,29,0,0,0,0,0,0,0,68
дуть,ipf,38,55,5,6,3,0,2,1,0,110
душить,ipf,24,19,6,1,1,2,1,0,0,54
дымить,ipf,14,24,4,0,3,4,8,0,0,57
есть,ipf,250,313,317,58,1,0,0,0,0,939
жалеть,ipf,103,121,58,8,31,1,1,0,0,323
жаловаться,ipf,80,108,65,0,7,0,0,0,0,260
жарить,ipf,11,20,17,1,0,2,0,3,0,54
жать,ipf,29,20,7,4,0,0,0,0,0,60
желать,ipf,204,99,22,1,139,8,90,0,0,563
жениться,ipf,19,21,36,8,1,0,0,0,0,85
жениться,pf,32,128,58,4,3,0,0,0,0,225
жечь,ipf,28,47,11,7,0,1,1,0,0,95
жрать,ipf,15,10,25,5,0,1,1,0,0,57
забивать,ipf,11,19,12,3,3,2,1,0,0,51
забирать,ipf,31,34,22,16,6,1,0,0,0,110
забить,pf,22,64,13,2,2,7,0,46,0,156
заболеть,pf,17,153,15,1,3,13,0,0,0,202
заботиться,ipf,40,28,30,0,13,0,0,0,0,111
забрать,pf,48,144,55,13,6,2,0,7,0,275
забраться,pf,5,54,11,0,10,0,0,0,0,80
забросить,pf,5,31,3,2,1,0,0,43,0,85
забывать,ipf,89,77,65,34,29,2,4,0,1,301
забыть,pf,135,589,162,72,63,11,0,87,0,1119
забыться,pf,12,31,8,0,3,0,0,0,0,54
завалить,pf,16,22,4,0,2,4,0,33,0,81
заверить,pf,3,32,6,2,0,0,0,7,0,50
завернуть,pf,11,41,13,5,6,0,0,43,0,119
завершать,ipf,18,5,2,0,7,0,20,0,0,52
завершить,pf,14,24,23,0,3,6,0,29,0,99
завершиться,pf,11,60,1,0,0,0,0,0,0,72
завести,pf,23,101,39,8,1,0,0,37,0,209
завидовать,ipf,39,45,14,1,7,0,0,0,1,107
заводить,ipf,17,39,16,3,5,0,0,0,1,81
завоевать,pf,7,27,24,1,4,5,0,19,0,87
завтракать,ipf,6,24,20,0,3,0,0,0,0,53
завязать,pf,5,18,7,2,0,2,0,25,0,59
заглядывать,ipf,33,63,19,3,21,1,2,0,0,142
заглянуть,pf,19,136,45,13,12,3,0,0,0,228
загнать,pf,17,31,10,1,2,1,0,10,0,72
заговорить,pf,33,398,28,1,2,0,0,4,0,466
задавать,ipf,58,80,38,4,5,1,5,0,8,199
задаваться,ipf,33,11,9,0,2,0,0,0,0,55
задать,pf,33,90,44,4,2,2,0,51,0,226
задержать,pf,32,55,21,4,1,0,0,52,0,165
задержаться,pf,15,41,8,4,0,0,0,0,0,68
задерживаться,ipf,16,22,9,2,9,0,0,0,0,58
задеть,pf,4,53,12,0,7,0,0,11,0,87
задрать,pf,0,20,3,0,20,3,0,7,0,53
задумать,pf,9,64,1,0,0,0,0,51,0,125
задуматься,pf,12,148,45,3,17,0,0,0,0,225
задумываться,ipf,29,62,27,0,23,0,0,0,0,141
задыхаться,ipf,14,21,10,0,40,0,0,0,0,85
заехать,pf,20,30,14,0,4,2,0,0,0,70
зажать,pf,13,31,4,0,15,0,0,32,0,95
зажечь,pf,7,56,11,3,0,1,0,22,0,100
заиграть,pf,8,51,2,0,0,0,0,1,0,62
заинтересовать,pf,15,23,15,0,0,2,0,71,0,126
заинтересоваться,pf,4,52,2,3,3,0,0,0,0,64
зайти,pf,99,284,83,39,14,5,0,0,0,524
заказать,pf,17,67,33,1,2,1,0,21,0,142
заказывать,ipf,18,37,11,4,1,0,1,0,1,73
заканчивать,ipf,24,41,9,3,23,1,1,0,0,102
заканчиваться,ipf,59,39,0,0,1,0,0,0,0,99
заключать,ipf,25,19,20,0,5,1,2,0,11,83
заключаться,ipf,169,107,6,0,0,0,0,0,0,282
заключить,pf,21,72,33,2,5,3,0,96,0,232
закончить,pf,41,160,54,2,28,9,0,57,0,351
закончиться,pf,39,130,6,0,0,0,0,0,0,175
закрепить,pf,6,12,31,0,3,1,0,37,0,90
закреплять,ipf,36,5,6,0,3,1,3,0,1,55
закрывать,ipf,49,54,20,6,19,9,11,0,2,170
закрыть,pf,66,241,68,21,38,0,0,151,0,585
закрыться,pf,6,46,4,0,5,0,0,0,0,61
закурить,pf,14,99,41,3,3,1,0,0,0,161
закусить,pf,7,31,12,2,8,0,0,2,0,62
залезть,pf,7,54,13,2,1,0,0,0,0,77
залить,pf,10,26,21,2,0,2,0,55,0,116
заложить,pf,14,49,20,1,18,3,0,86,0,191
заменить,pf,29,51,80,2,8,4,0,13,0,187
заменять,ipf,29,21,12,0,2,5,5,0,0,74
замереть,pf,2,134,8,1,2,12,0,0,0,159
замерзнуть,pf,13,30,7,0,0,34,0,0,0,84
заметить,pf,99,766,133,82,67,1,0,32,0,1180
замечать,ipf,147,205,46,1,57,2,1,0,3,462
замирать,ipf,27,35,1,0,10,1,4,0,0,78
замкнуть,pf,3,9,0,0,2,1,0,108,0,123
замолчать,pf,4,158,16,21,1,1,0,0,0,201
занести,pf,14,47,7,0,1,0,0,26,0,95
занимать,ipf,197,191,28,4,8,15,22,0,25,490
заниматься,ipf,358,366,251,11,25,0,0,0,0,1011
занять,pf,72,150,79,3,12,11,0,149,0,476
заняться,pf,43,70,81,7,2,0,0,0,0,203
запереть,pf,23,56,4,3,2,0,0,63,0,151
запеть,pf,19,103,5,0,0,0,0,1,0,128
записать,pf,57,123,68,16,6,0,0,91,0,361
записывать,ipf,40,66,43,7,3,0,1,0,0,160
запланировать,pf,7,8,0,0,0,0,0,46,0,61
заплатить,pf,48,45,59,6,5,0,0,3,0,166
заподозрить,pf,8,23,13,0,6,0,0,1,0,51
заполнить,pf,28,37,38,3,4,4,0,77,0,191
заполнять,ipf,32,27,13,0,7,6,11,0,1,97
запомнить,pf,19,118,44,40,3,1,0,1,0,226
запомниться,pf,5,128,1,0,0,1,0,0,0,135
запретить,pf,30,65,30,1,5,1,0,109,0,241
запрещать,ipf,20,25,10,1,4,3,10,0,0,73
запустить,pf,9,42,11,1,6,1,0,29,0,99
запутаться,pf,7,35,7,0,3,0,0,0,0,52
зарабатывать,ipf,49,45,47,1,3,1,4,0,4,154
заработать,pf,42,81,61,2,4,1,0,38,0,229
зарасти,pf,2,24,2,0,0,44,0,0,0,72
зарегистрировать,pf,14,13,9,0,0,0,0,56,0,92
зарядить,pf,2,11,8,0,0,0,0,54,0,75
заслуживать,ipf,58,20,0,1,1,1,19,0,0,100
заслужить,pf,10,57,10,0,3,2,0,93,0,175
заснуть,pf,24,130,55,1,2,1,0,0,0,213
заставить,pf,59,197,96,4,6,11,0,28,0,401
заставлять,ipf,120,134,20,4,24,7,12,0,0,321
застать,pf,12,92,5,0,2,1,0,0,0,112
застраховать,pf,5,2,7,0,1,1,0,70,0,86
застрелить,pf,21,28,11,0,0,1,0,13,0,74
застрять,pf,7,35,3,0,2,11,0,0,0,58
застыть,pf,4,62,7,0,1,14,0,0,0,88
засунуть,pf,7,47,10,1,20,1,0,6,0,92
засыпать,ipf,43,53,23,5,13,1,1,0,0,139
затеять,pf,6,53,5,1,0,5,0,7,0,77
затихнуть,pf,4,54,0,0,0,6,0,0,0,64
затянуть,pf,9,29,14,1,2,2,0,22,0,79
затянуться,pf,6,47,7,0,4,0,0,0,0,64
зафиксировать,pf,16,11,6,4,2,0,0,43,0,82
захватить,pf,19,83,28,4,13,6,0,39,0,192
захватывать,ipf,29,13,9,0,6,0,13,0,0,70
заходить,ipf,86,137,24,55,8,3,7,0,0,320
защитить,pf,24,35,55,1,2,1,0,41,0,159
защищать,ipf,74,61,62,4,18,3,7,0,0,229
заявить,pf,22,451,51,1,13,11,0,32,0,581
заявлять,ipf,50,36,9,0,8,1,3,0,1,108
звать,ipf,315,370,70,29,0,2,5,1,0,792
звенеть,ipf,25,52,5,1,6,3,6,0,0,98
звонить,ipf,161,297,109,51,2,1,1,0,0,622
звучать,ipf,171,212,20,0,2,8,10,0,0,423
